"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Os12g0138900",5505.41785538921,0.537155173754506,0.152707669111269,3.51753894798246,0.00043556842500213,0.00124008182894174
"Os06g0103500",11261.3462300757,0.442531729133902,0.125813982815529,3.51734933773421,0.00043587971593011,0.00124083020323557
"Os05g0460800",1004.15092980755,0.549577797597473,0.156263299712462,3.51699854417987,0.000436456175729628,0.00124234797763731
"Os11g0427500",4053.04077207238,0.537242065059175,0.152803322097696,3.51590566019033,0.000438256680156058,0.00124734927961497
"Os02g0597300",424.316388500975,1.06359549539251,0.302519709047011,3.51578909930535,0.000438449120516206,0.00124777323348334
"Os12g0133400",241.303531163127,1.09532893760252,0.311690474026312,3.51415596201394,0.00044115371537505,0.00125484792453282
"Os02g0203200",1079.79519576687,0.721524830770847,0.205343993730211,3.51373720586547,0.000441849710376021,0.00125634751298586
"Os04g0347600",2040.88494674296,0.658796094669908,0.187489863760278,3.51376912573916,0.000441796621782847,0.00125634751298586
"Os05g0149600",15425.0546056743,0.406104055019641,0.115579246787252,3.51364164681883,0.000442008678163004,0.00125665699196348
"Os09g0252700",1678.22936587345,3.62546399942252,1.03225233250309,3.51218775222451,0.0004444339071923,0.00126267633335476
"Os04g0533500",525.371991897802,0.674553861475071,0.192069426154265,3.51203143041251,0.000444695404457936,0.00126329419175532
"Os01g0593000",6354.64175304667,0.706501481725312,0.201176464253496,3.51184958114718,0.000444999785095465,0.00126403373919168
"Os01g0339950",95.0493262394249,1.87596203396008,0.534318118821198,3.51094594751678,0.000446515179753356,0.00126796171034365
"Os01g0571000",2575.40478430178,0.546879987619797,0.155881420024573,3.50830770937029,0.000450967112365189,0.00127948721660412
"Os09g0365900",1819.28072656137,0.799746704289607,0.227958280646392,3.50830293166744,0.000450975212013733,0.00127948721660412
"Os12g0416300",3474.95206279978,1.03600129623294,0.295296132860945,3.50834698103139,0.000450900540189117,0.00127948721660412
"Os01g0668300",2191.16141951046,0.797722490516941,0.227399448719369,3.50802297459129,0.000451450060891983,0.00128045463055209
"Os03g0835400",3119.21962697289,0.450764043847524,0.128500838129133,3.50786851206793,0.000451712252028943,0.00128094506097149
"Os02g0166501",63.5003324076666,4.7880455875054,1.36498262647874,3.50777035152248,0.000451878947680664,0.00128129114661034
"Os01g0265400",780.389909130535,0.89008847797169,0.25378191888197,3.50729666594434,0.000452684164948472,0.00128344749661065
"Os11g0181700",193.498402502504,2.00147173330754,0.570793157874852,3.50647464093528,0.000454084702728628,0.00128716393804188
"Os03g0421300",83.9296637781003,1.83498607041865,0.523318717707858,3.50644073740742,0.000454142553121202,0.00128720076667452
"Os05g0200100",763.790192917208,0.786169576071791,0.224228945517839,3.50610209692685,0.000454720760950443,0.00128871231955289
"Os06g0142550",191.309890828162,0.995811569816015,0.284046063401772,3.50581014181309,0.000455219807751691,0.00128999924782093
"Os04g0600800",2401.22357095618,0.669102512730343,0.190888870098435,3.50519395072803,0.000456274758040478,0.00129273343028945
"Os07g0486100",1533.01241835031,0.714380518203744,0.203841503031023,3.50458816080758,0.000457314124572293,0.00129503886357465
"Os01g0571700",10031.2444361936,0.63550779387626,0.181357516682645,3.50417123867177,0.000458030729690901,0.00129694018043027
"Os05g0353300",1021.00940193858,0.697520774792,0.199065501592917,3.5039761747287,0.000458366364969887,0.00129776249065722
"Os04g0578200",245.308118625582,1.19799182443132,0.341983187535216,3.50307227985574,0.000459924642537933,0.00130191749212055
"Os02g0523300",3775.5023625084,0.516180242902303,0.14736786684498,3.50266482071893,0.000460628700449754,0.00130365327541234
"Os03g0161900",612.352299344616,1.1018736222022,0.314627975894968,3.50214763664257,0.000461523802930031,0.00130592895425276
"Os06g0581300",593.44627591757,0.983459445501161,0.280833785050644,3.50192711081329,0.000461905965423328,0.00130686670869812
"Os03g0711250",471.124907814264,1.16698272366008,0.33326299982442,3.50168702878779,0.000462322353713267,0.00130780165021709
"Os06g0643300",9453.38112169988,0.432823893176277,0.123613929190065,3.50141683879961,0.000462791378848158,0.00130899937072922
"Os11g0258400",87.2114307039507,2.73005019572379,0.779797503091632,3.50097324613129,0.000463562378084904,0.00131092169499816
"Os03g0326300",4637.60142252259,0.385051670266958,0.109989964987519,3.5007890975386,0.000463882794822425,0.00131169854133125
"Os01g0838400",735.458746728199,0.935085606226778,0.267140093618795,3.50035666140453,0.000464636041991974,0.00131356957881376
"Os03g0278300",7035.69324021044,0.433236134989697,0.123838625487652,3.49839263221551,0.000468071507193224,0.00132289095823004
"Os03g0837850",6.96769575987493,5.84678657392873,1.67206157191569,3.49675315319282,0.000470957403808228,0.00133065406678585
"Os01g0950866",507.780862620937,0.770314975882857,0.220309146528217,3.49651836077625,0.000471372053867428,0.00133169450484649
"Os01g0286500",7.94012932765,6.23392172460405,1.78316978727633,3.49597765119493,0.000472328257906076,0.00133400190557233
