"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Os02g0586900",1234.74714816222,4.19568089548439,0.34303146479692,12.2311838010787,2.11828809089498e-34,5.31669127933731e-30
"Os11g0255500",46138.9502318941,6.02429756912639,0.530389941752851,11.358242483289,6.74886942213996e-30,8.46949368131454e-26
"Os02g0218700",828.670305156709,3.50285445804609,0.334813772017608,10.4620978908295,1.28968052553561e-25,1.07898971701394e-21
"Os02g0649900",4489.70103913498,4.01230317776061,0.414218034121472,9.68645217553222,3.44280588344616e-22,2.16027462171538e-18
"Os10g0515200",835.362438604788,2.21756802029917,0.242132589867964,9.15848635455649,5.26303253955495e-20,2.64193707420579e-16
"Os01g0949800",18985.2735350725,4.73507916632428,0.519936411107857,9.10703513961444,8.46639754977112e-20,3.54163520169509e-16
"Os03g0595600",2333.93276832221,7.35367900806194,0.815142839987194,9.02133791444143,1.85805996093059e-19,6.66220670848528e-16
"Os02g0494400",3284.45381179693,3.3406824562375,0.384630992749685,8.68542192181478,3.77339153455027e-18,1.18385442657097e-14
"Os10g0137300",1261.31634487622,-2.89992834999805,0.35017911304947,-8.28127161767178,1.21866868429071e-16,3.39859614522362e-13
"Os02g0828200",1127.83967772489,2.19443491403,0.268214657691349,8.18163680135359,2.80013962649329e-16,7.0280704485355e-13
"Os06g0349800",924.956294147503,4.84605945305917,0.598394355777494,8.09843777146374,5.5669427086091e-16,1.27022450039436e-12
"Os01g0844300",686.691652058438,2.47160647832529,0.309246687640225,7.99234584268445,1.32395010466772e-15,2.76915197308793e-12
"Os05g0366600",4933.1822116862,3.4413881921599,0.434483338224627,7.92064479669577,2.36282039647796e-15,4.56187916393848e-12
"Os04g0405900",942.198602022088,-1.46300164203977,0.185146531899184,-7.90185820405433,2.74775900393151e-15,4.92614308854836e-12
"Os01g0949750",9327.21598545246,2.69621971057725,0.344126507153555,7.8349666606012,4.68967128294101e-15,7.84707063536909e-12
"Os02g0134300",2103.16780268543,2.45026831692185,0.315805507534748,7.75878905991608,8.57441254912866e-15,1.34505737856613e-11
"Os03g0826900",1696.4513877228,3.65203048948917,0.476344351845526,7.66678659112871,1.76358845002874e-14,2.60378273572184e-11
"Os03g0767500",1523.41424426813,1.1639560655894,0.155533695424799,7.48362637697483,7.22993116414764e-14,1.0081335682719e-10
"Os08g0114400",1180.5795623615,3.18954565231319,0.427375127379017,7.46310547334343,8.45066455972266e-14,1.11633278833936e-10
"Os06g0216300",4893.32997127407,1.3623662951339,0.18323936263958,7.43489976994508,1.04647280156454e-13,1.31327104232341e-10
"Os03g0233000",512.770262927257,2.326060987426,0.315042991681939,7.38331290916114,1.54398576310793e-13,1.84535707944028e-10
"Os10g0345100",2431.48976813676,2.87878596741169,0.390392864906271,7.3740742369942,1.65490958395441e-13,1.88802616580326e-10
"Os07g0538200",2865.70443364754,1.13901565447145,0.155674458676727,7.31665081191471,2.54236270968401e-13,2.77438094131996e-10
"Os09g0491740",6551.23930341215,1.56193518374441,0.214097153253779,7.29545049995589,2.97661398676077e-13,3.11291810223785e-10
"Os01g0970700",3377.50428887919,1.11746110949556,0.153366963752085,7.28619177270745,3.18839045291116e-13,3.20101647910469e-10
"Os04g0118100",1402.98301796625,1.41411975291143,0.194888960213331,7.25602800365651,3.98622590631892e-13,3.84808784702687e-10
"Os12g0258700",653.077513635318,5.99165944531781,0.832375574557664,7.19826437543155,6.09838165297393e-13,5.66901041140714e-10
