gene_1,gene_2,r,gene_1_category,gene_2_category
Os03g0633800,Os05g0477600,0.974690049889529,Auxin responsive gene,Cell wall responsive gene
Os01g0856500,Os05g0477600,0.974578991837061,Auxin responsive gene,Cell wall responsive gene
Os06g0660200,Os05g0477600,0.974365101696216,Auxin responsive gene,Cell wall responsive gene
Os04g0671900,Os12g0601400,0.9739435635677464,Auxin responsive gene,Auxin responsive gene
Os02g0743400,Os03g0157300,0.9738920662163716,Auxin responsive gene,Mechano sensing gene
Os06g0660200,Os06g0232300,0.9736505292560922,Auxin responsive gene,Auxin responsive gene
Os05g0210100,Os03g0157300,0.9726811413856138,Ethyelene signalling gene,Mechano sensing gene
Os03g0742900,Os10g0556100,0.9726449895985333,Auxin responsive gene,Cell wall responsive gene
Os02g0743400,Os05g0477600,0.972594490753663,Auxin responsive gene,Cell wall responsive gene
Os04g0671900,Os02g0743400,0.9722606766221618,Auxin responsive gene,Auxin responsive gene
Os01g0856500,Os03g0742900,0.9715518010738269,Auxin responsive gene,Auxin responsive gene
Os02g0743400,Os08g0420600,0.9713070825151321,Auxin responsive gene,Mechano sensing gene
Os03g0633800,Os01g0856500,0.9711415454642616,Auxin responsive gene,Auxin responsive gene
Os04g0671900,Os01g0856500,0.9709417674352158,Auxin responsive gene,Auxin responsive gene
Os12g0601400,Os08g0420600,0.9705870704914329,Auxin responsive gene,Mechano sensing gene
Os11g0572700,Os08g0109400,0.9704519453461216,Ethyelene signalling gene,Auxin responsive gene
Os04g0671900,Os05g0477600,0.9694458699425289,Auxin responsive gene,Cell wall responsive gene
Os06g0660200,Os01g0856500,0.9686855906315818,Auxin responsive gene,Auxin responsive gene
Os10g0556100,Os03g0302900,0.9685295681789238,Cell wall responsive gene,Cell wall responsive gene
Os03g0742900,Os03g0157300,0.9683199987277672,Auxin responsive gene,Mechano sensing gene
Os03g0742900,Os08g0237000,0.9676652778752283,Auxin responsive gene,Cell wall responsive gene
Os04g0397000,Os11g0539200,0.9673355422967355,Jasmonate responsive gene,Cell wall responsive gene
Os08g0237000,Os10g0556100,0.967039528732573,Cell wall responsive gene,Cell wall responsive gene
Os06g0660200,Os02g0743400,0.9662116817440458,Auxin responsive gene,Auxin responsive gene
Os08g0237000,Os11g0539200,0.9660664543743234,Cell wall responsive gene,Cell wall responsive gene
Os03g0633800,Os04g0671900,0.9658098206556909,Auxin responsive gene,Auxin responsive gene
Os03g0633800,Os02g0743400,0.9657665602497147,Auxin responsive gene,Auxin responsive gene
Os03g0633500,Os11g0137000,0.9657416690391923,Auxin responsive gene,Auxin responsive gene
Os05g0210100,Os06g0660200,0.9656885199702583,Ethyelene signalling gene,Auxin responsive gene
Os06g0232300,Os03g0742900,0.965625193113697,Auxin responsive gene,Auxin responsive gene
Os03g0324300,Os05g0563400,-0.9656021997504259,Ethyelene signalling gene,Auxin responsive gene
Os02g0743400,Os03g0742900,0.9652640431514378,Auxin responsive gene,Auxin responsive gene
Os03g0742900,Os03g0822000,0.9649874060306011,Auxin responsive gene,Cell wall responsive gene
Os01g0580500,Os03g0284100,-0.9646986784736266,Ethyelene signalling gene,Mechano sensing gene
Os06g0660200,Os03g0302900,0.9645588330786588,Auxin responsive gene,Cell wall responsive gene
Os03g0633800,Os08g0420600,0.9643853566902825,Auxin responsive gene,Mechano sensing gene
Os03g0742900,Os11g0539200,0.9639638053995098,Auxin responsive gene,Cell wall responsive gene
Os03g0633800,Os03g0157300,0.9637708237100697,Auxin responsive gene,Mechano sensing gene
Os04g0397000,Os10g0556100,0.9636475323773206,Jasmonate responsive gene,Cell wall responsive gene
Os03g0633500,Os03g0822000,0.9633132760224759,Auxin responsive gene,Cell wall responsive gene
Os03g0633800,Os06g0232300,0.9621959122857903,Auxin responsive gene,Auxin responsive gene
Os06g0660200,Os12g0601400,0.9617597573246071,Auxin responsive gene,Auxin responsive gene
Os05g0210100,Os03g0633800,0.9617415405169418,Ethyelene signalling gene,Auxin responsive gene
Os03g0633500,Os10g0556100,0.9613942539899143,Auxin responsive gene,Cell wall responsive gene
Os08g0237000,Os06g0614100,-0.9612796879623213,Cell wall responsive gene,Mechano sensing gene
Os11g0137000,Os03g0822000,0.9605330394963927,Auxin responsive gene,Cell wall responsive gene
Os03g0742900,Os11g0137000,0.9603176317944759,Auxin responsive gene,Auxin responsive gene
Os01g0856500,Os08g0420600,0.9602803683043876,Auxin responsive gene,Mechano sensing gene
Os02g0743400,Os10g0397400,0.960261650526231,Auxin responsive gene,Cell wall responsive gene
Os06g0232300,Os03g0302900,0.9597257396647195,Auxin responsive gene,Cell wall responsive gene
Os06g0232300,Os03g0822000,0.9596725958517393,Auxin responsive gene,Cell wall responsive gene
Os08g0237000,Os03g0157300,0.9587417062347352,Cell wall responsive gene,Mechano sensing gene
Os11g0572700,Os05g0148700,0.9581649471469545,Ethyelene signalling gene,Mechano sensing gene
Os05g0210100,Os03g0822000,0.9579969518091607,Ethyelene signalling gene,Cell wall responsive gene
Os04g0671900,Os06g0232300,0.957926339780126,Auxin responsive gene,Auxin responsive gene
Os03g0633500,Os08g0237000,0.9576843932426102,Auxin responsive gene,Cell wall responsive gene
Os03g0822000,Os10g0556100,0.9575124723954145,Cell wall responsive gene,Cell wall responsive gene
Os03g0633800,Os03g0742900,0.9573957931540044,Auxin responsive gene,Auxin responsive gene
Os03g0633500,Os03g0438100,0.957234069832957,Auxin responsive gene,Jasmonate responsive gene
Os06g0232300,Os05g0477600,0.9571677686621942,Auxin responsive gene,Cell wall responsive gene
Os10g0556100,Os03g0157300,0.956695116033633,Cell wall responsive gene,Mechano sensing gene
Os12g0601400,Os03g0742900,0.9566265329295355,Auxin responsive gene,Auxin responsive gene
Os04g0671900,Os03g0157300,0.9563502156736416,Auxin responsive gene,Mechano sensing gene
Os05g0210100,Os05g0477600,0.9558500655201974,Ethyelene signalling gene,Cell wall responsive gene
Os11g0137000,Os08g0237000,0.9554047356993599,Auxin responsive gene,Cell wall responsive gene
Os05g0210100,Os10g0397400,0.954949788516767,Ethyelene signalling gene,Cell wall responsive gene
Os12g0133800,Os03g0742900,0.9547235317495266,Auxin responsive gene,Auxin responsive gene
Os02g0743400,Os03g0822000,0.954231583588194,Auxin responsive gene,Cell wall responsive gene
Os01g0190300,Os06g0130400,0.9540383894962948,Auxin responsive gene,Mechano sensing gene
Os06g0232300,Os08g0420600,0.954012259358327,Auxin responsive gene,Mechano sensing gene
Os04g0671900,Os10g0397400,0.9535516312200799,Auxin responsive gene,Cell wall responsive gene
Os06g0654300,Os10g0397400,0.9534300217789884,Ethyelene signalling gene,Cell wall responsive gene
Os01g0856500,Os10g0397400,0.9527708593506452,Auxin responsive gene,Cell wall responsive gene
Os05g0477600,Os03g0157300,0.9526896021761109,Cell wall responsive gene,Mechano sensing gene
Os04g0397000,Os01g0853400,-0.9526218341640861,Jasmonate responsive gene,Jasmonate responsive gene
Os12g0133800,Os06g0614100,-0.9523930373483338,Auxin responsive gene,Mechano sensing gene
Os06g0232300,Os10g0397400,0.9522609760363501,Auxin responsive gene,Cell wall responsive gene
Os12g0601400,Os03g0822000,0.9521789185091016,Auxin responsive gene,Cell wall responsive gene
Os03g0633800,Os10g0397400,0.9521017784146343,Auxin responsive gene,Cell wall responsive gene
Os05g0210100,Os08g0420600,0.9520050751570454,Ethyelene signalling gene,Mechano sensing gene
Os11g0539200,Os05g0403300,0.9519931057869151,Cell wall responsive gene,Mechano sensing gene
Os01g0853400,Os11g0539200,-0.9519025783487437,Jasmonate responsive gene,Cell wall responsive gene
Os03g0742900,Os04g0397000,0.951407392103069,Auxin responsive gene,Jasmonate responsive gene
Os01g0856500,Os03g0822000,0.9512616402277551,Auxin responsive gene,Cell wall responsive gene
Os05g0210100,Os04g0671900,0.9512170284192137,Ethyelene signalling gene,Auxin responsive gene
Os06g0660200,Os03g0742900,0.9510068794109722,Auxin responsive gene,Auxin responsive gene
Os11g0137000,Os06g0614100,-0.9507818005036697,Auxin responsive gene,Mechano sensing gene
Os02g0743400,Os08g0237000,0.9503735945458025,Auxin responsive gene,Cell wall responsive gene
Os01g0856500,Os03g0707600,0.9500916983173036,Auxin responsive gene,Jasmonate responsive gene
Os03g0822000,Os03g0157300,0.94994449840095,Cell wall responsive gene,Mechano sensing gene
Os03g0633800,Os03g0822000,0.9496011292952983,Auxin responsive gene,Cell wall responsive gene
Os02g0743400,Os03g0302900,0.9493158674959679,Auxin responsive gene,Cell wall responsive gene
Os06g0660200,Os03g0157300,0.948855646770218,Auxin responsive gene,Mechano sensing gene
Os01g0856500,Os10g0556100,0.9488136259833719,Auxin responsive gene,Cell wall responsive gene
Os03g0633800,Os06g0660200,0.9486985628874841,Auxin responsive gene,Auxin responsive gene
Os03g0742900,Os03g0302900,0.9485969202077055,Auxin responsive gene,Cell wall responsive gene
Os03g0180900,Os04g0613600,0.9483742886135909,Jasmonate responsive gene,Mechano sensing gene
Os05g0210100,Os03g0707600,0.9478154690438523,Ethyelene signalling gene,Jasmonate responsive gene
Os10g0397400,Os05g0477600,0.9475869555334182,Cell wall responsive gene,Cell wall responsive gene
Os03g0810800,Os11g0539200,0.947533043186736,ABA repsonsive gene,Cell wall responsive gene
Os10g0556100,Os05g0477600,0.9473697370365582,Cell wall responsive gene,Cell wall responsive gene
Os06g0232300,Os03g0707600,0.9471692751357151,Auxin responsive gene,Jasmonate responsive gene
Os03g0302900,Os05g0477600,0.9468137459193307,Cell wall responsive gene,Cell wall responsive gene
Os03g0302900,Os03g0157300,0.9463465636374456,Cell wall responsive gene,Mechano sensing gene
Os03g0822000,Os06g0614100,-0.9462927169694637,Cell wall responsive gene,Mechano sensing gene
Os10g0397400,Os08g0420600,0.9461862601946436,Cell wall responsive gene,Mechano sensing gene
Os03g0324300,Os06g0614100,0.9461383641258516,Ethyelene signalling gene,Mechano sensing gene
Os01g0856500,Os03g0302900,0.9460655644868421,Auxin responsive gene,Cell wall responsive gene
Os05g0213500,Os06g0614100,0.945215142572375,ABA repsonsive gene,Mechano sensing gene
Os10g0573400,Os01g0273800,0.9450243337278792,ABA repsonsive gene,Auxin responsive gene
Os11g0539200,Os03g0302900,0.9450086833194419,Cell wall responsive gene,Cell wall responsive gene
Os02g0743400,Os06g0614100,-0.9447492530055945,Auxin responsive gene,Mechano sensing gene
