transcript_id,DC1,DC2,DN1,DN2,PC1,PC2,PC3,PC4,PN3,PNC1,PNC2
Os01t0120700-01,1909,1916,1043,736,2845,2402,817,707,662,995,944
Os01t0121000-01,125,96,122,81,75,79,94,141,81,78,139
Os01t0120800-01,16172,20102,12922,15208,13022,14002,12869,13783,8590,12432,14259
Os01t0120800-02,1,0,0,0,4,5,1,1,1,15,1
Os01t0121100-01,0,0,204,0,49,0,183,182,217,45,99
Os01t0121100-02,2267,2413,1088,1471,3598,3484,3475,2997,1431,2258,2068
Os01t0121200-01,690,933,780,655,577,549,533,677,793,767,857
Os01t0121300-01,1709,1781,1414,856,3394,3562,3276,2031,846,1333,1275
Os01t0121500-01,368,324,262,288,762,382,512,363,168,122,217
Os01t0121600-01,558,497,314,294,933,616,622,532,230,281,167
Os01t0121700-01,3793,3592,2303,2865,3717,3541,1955,2896,840,1435,1306
Os01t0121900-00,0,0,0,0,0,0,4,0,0,0,0
Os01t0121950-00,0,0,16,0,0,0,0,0,0,0,0
Os01t0122000-01,85,57,46,64,0,0,0,0,0,5,0
Os01t0122200-01,5,7,21,10,0,0,0,0,0,0,0
Os01t0122367-00,18,0,4,0,0,0,3,0,0,0,0
Os01t0121800-01,1493,1431,1438,1233,1302,1311,1203,1357,948,1532,1365
Os01t0121800-02,356,583,327,308,264,280,301,517,576,316,466
Os01t0124100-01,403,511,292,550,3,0,3,11,0,0,3
Os01t0124200-02,2948,3381,3336,5814,2716,2404,2964,12557,7657,6163,11826
Os01t0124650-02,193,132,29,66,10988,10454,15379,11184,1662,2192,2032
Os01t0124700-01,193,132,29,66,7182,6561,6611,3994,130,406,743
Os01t0124900-00,31,7,0,3,14,10,25,0,0,0,0
Os01t0124401-01,6264,6366,4950,10400,427,611,973,5628,2270,1024,1933
Os01t0125700-01,401,365,286,272,364,484,374,348,255,369,280
Os01t0125550-01,105,212,68,65,545,668,533,295,31,134,64
Os01t0125600-01,2853,3527,2438,3594,1619,2009,1946,2742,2035,2864,2559
Os01t0125800-01,4746,4581,4291,5067,3294,3272,2896,3285,2470,3234,3445
Os01t0126000-01,26,0,1,7,29,22,15,19,0,0,2
Os01t0126100-01,580,744,2116,1691,1508,1733,1528,1731,1508,932,1895
Os01t0125900-01,4107,4671,4030,3723,6446,6734,5665,5054,2876,4626,4404
Os01t0126200-01,44,52,50,23,12,44,38,48,41,35,31
Os01t0126401-01,9,0,0,0,8,19,0,23,4,0,16
Os01t0126600-01,28,18,19,9,111,100,81,34,8,0,10
Os01t0126900-01,3489,2089,5495,5006,363,327,349,659,1232,1293,1684
Os01t0127100-01,0,0,0,0,0,22,8,16,0,0,0
Os01t0127000-01,4267,2648,1879,3446,50,6,26,0,224,321,272
Os01t0127200-01,525,368,394,403,0,0,0,5,44,45,48
Os01t0127300-01,1190,1158,838,700,1494,1507,1090,1799,832,1104,928
Os01t0127400-00,340,341,192,157,255,210,129,390,159,248,102
Os01t0127450-00,78,65,75,33,16,15,13,32,52,17,36
Os01t0127700-01,133,218,72,150,493,259,446,381,139,316,257
Os01t0128000-01,14,67,9,0,52,64,48,64,54,31,50
Os01t0127600-01,5335,5525,7843,10713,1097,1719,2254,10677,19025,14793,19605
Os01t0127900-01,392,445,463,550,331,268,261,388,236,384,546
Os01t0128100-01,6,5,16,0,585,696,381,732,35,50,34
Os01t0128200-01,114,224,250,141,401,410,389,763,189,244,279
Os01t0128250-01,15,35,44,28,57,57,47,58,53,22,34
Os01t0128300-01,620,415,526,705,292,271,282,519,654,626,518
Os01t0128400-01,11493,13172,10764,12649,8713,9187,8890,10073,9482,11155,10949
Os01t0128700-01,76,78,33,113,236,242,168,128,25,40,35
Os01t0128800-01,2159,3025,1666,1541,6856,6191,4843,4738,1568,3362,2792
Os01t0129500-02,727,829,404,354,908,1344,860,995,216,313,476
Os01t0129550-01,14,31,5,8,27,60,18,28,5,2,4
Os01t0129800-01,93,54,120,161,23,16,25,104,73,54,142
Os01t0129600-00,2386,1682,1076,2098,173,165,190,139,166,380,553
Os01t0130200-00,134,89,90,75,128,169,317,420,146,197,297
Os01t0130000-01,5467,4872,2894,2604,15212,13842,11071,13671,4723,7741,7608
Os01t0130100-01,90,45,89,31,364,302,281,161,48,141,182
Os01t0130900-01,184,184,133,188,43,43,44,170,163,186,172
Os01t0130400-01,1648,1128,1670,1720,332,273,346,1131,1164,2516,2734
Os01t0130500-01,40,0,47,39,0,22,0,18,17,3,76
Os01t0131300-01,1756,1717,1374,1161,3864,3154,3432,3248,1228,1687,2091
Os01t0131800-01,695,680,494,802,615,584,656,745,609,914,676
Os01t0131900-00,30,33,17,40,75,57,65,63,50,102,73
Os01t0132000-01,857,743,942,1913,1281,677,1026,1487,1273,1231,1312
Os01t0132050-01,8,0,0,0,0,0,0,5,0,0,0
Os01t0132100-01,12,17,16,3,5,12,0,0,0,0,0
Os01t0132200-01,47,11,17,11,0,4,7,5,10,25,14
Os01t0132500-01,221,232,167,158,169,124,136,149,87,121,167
Os01t0132700-01,565,598,358,517,432,510,407,595,371,560,549
Os01t0131600-01,23045,23958,15025,18036,14397,15582,11109,18394,7487,9454,9637
Os01t0131450-00,8,8,14,0,60,78,10,0,0,0,51
Os01t0133100-02,361,346,26,17,3,12,128,174,7,3,201
Os01t0133100-01,86,69,451,538,100,156,36,39,117,510,260
Os01t0133200-01,244,273,241,268,19,31,47,118,442,411,411
Os01t0132766-01,3228,2604,2040,1748,1269,1302,1628,1962,1410,2258,2544
Os01t0132800-01,1152,1052,505,499,970,1220,525,1355,463,679,615
Os01t0133400-01,7347,7671,6122,6283,7862,7814,8113,7282,4915,6684,6596
Os01t0133766-00,0,0,0,0,0,0,0,0,0,0,0
Os01t0133700-00,8,0,11,5,5,0,5,16,0,23,10
Os01t0133600-00,72,118,53,89,40,62,62,194,143,130,195
Os01t0133500-01,372,387,381,219,601,568,427,470,144,239,201
Os01t0133500-02,1668,1652,1146,1356,1853,2050,1653,1578,1233,1584,1754
Os01t0133900-01,518,556,405,597,76,123,105,333,225,460,575
Os01t0134200-01,142,84,122,102,167,122,108,137,70,153,176
Os01t0134500-01,6596,6004,5690,7193,1160,1561,1622,3239,4169,3580,4502
Os01t0134800-01,89,64,120,116,25,16,33,66,49,113,152
Os01t0134700-01,1853,3555,935,1122,10784,11402,13386,8087,1008,1250,1441
Os01t0134900-01,1257,1403,1748,1408,694,864,933,1970,2052,2539,2604
Os01t0135000-01,3,0,10,0,7,0,0,0,0,0,14
Os01t0135700-01,575,166,159,405,770,248,569,448,385,333,168
Os01t0135900-01,0,0,0,0,0,0,0,0,0,0,0
Os01t0135900-02,201,100,91,160,325,256,302,315,206,238,212
Os01t0136100-01,12,0,18,6,5,9,0,6,0,0,8
Os01t0136300-01,56,40,58,32,61,14,60,47,138,91,133
Os01t0136450-00,0,0,18,0,81,90,60,53,13,40,22
Os01t0136502-00,0,0,2,0,3,4,7,2,0,0,0
Os01t0136400-01,1671,2224,1026,1013,3903,3831,3252,3454,1251,1727,1737
Os01t0136500-00,9,71,19,5,1,0,1,0,0,0,0
Os01t0136600-01,721,593,688,604,3,4,14,2,0,0,0
Os01t0136700-01,73,73,73,21,236,150,121,152,19,22,62
Os01t0136800-01,727,699,488,462,1529,1624,1488,1057,315,447,518
Os01t0136900-00,247,297,197,245,202,244,197,271,126,142,182
Os01t0137066-00,8,13,4,4,0,2,0,3,0,0,0
Os01t0137750-00,0,0,0,0,0,0,0,0,0,0,0
Os01t0137700-01,9,12,0,0,16,12,31,0,0,0,0
Os01t0137500-01,16,64,15,11,68,64,28,35,21,30,16
Os01t0137550-01,79,21,37,50,0,0,0,0,0,0,0
Os01t0137800-01,4,19,1,0,0,0,3,0,0,0,0
Os01t0137266-00,0,0,0,0,0,0,0,0,0,0,0
Os01t0137400-00,49,26,12,34,10,15,46,24,0,0,12
Os01t0137150-01,16,29,21,15,0,0,0,0,0,0,0
Os01t0137200-00,78,44,41,84,34,24,11,14,0,0,5
Os01t0137250-00,65,65,35,48,66,49,27,62,14,74,11
Os01t0137282-00,18,6,25,21,29,23,11,0,0,11,5
Os01t0137300-01,321,331,270,285,432,529,299,210,116,296,159
Os01t0137950-01,86,59,7,19,71,64,50,64,7,116,30
Os01t0138232-00,0,0,0,0,0,3,0,0,3,0,0
Os01t0138100-01,35,75,72,58,33,66,26,80,15,26,41
Os01t0138300-01,101,157,33,85,535,334,7,52,10,223,74
Os01t0138300-02,11,0,66,0,0,0,222,293,65,0,131
Os01t0138451-00,0,0,0,0,0,0,0,0,0,0,0
Os01t0138400-01,342,384,133,250,229,221,265,208,127,274,228
Os01t0138500-01,242,161,180,242,94,66,79,111,88,168,152
Os01t0138600-01,385,392,340,362,378,461,399,343,515,519,405
Os01t0139000-01,218,149,141,85,113,103,44,265,421,680,486
Os01t0138800-01,712,844,656,501,3561,3588,3672,3046,568,765,894
Os01t0138900-01,11803,10638,10690,10501,10678,11293,8507,9708,7399,8628,8899
Os01t0139600-01,34,28,46,55,62,63,50,133,88,27,161
Os01t0139900-01,6,30,20,10,8,3,10,18,22,22,13
Os01t0139700-01,43,64,20,0,118,137,173,73,18,86,45
Os01t0140100-01,985,984,995,994,91,123,260,219,498,480,571
Os01t0139200-01,11474,11810,11057,8935,17048,19098,17900,15914,8674,12256,13134
Os01t0140400-01,448,405,276,431,0,5,26,50,87,16,2
Os01t0140400-02,1858,1972,1814,1785,427,496,404,961,896,1221,1579
Os01t0140500-01,11620,10623,6833,10726,1808,1882,2687,4511,4236,5202,5215
Os01t0140700-01,66,92,68,42,56,53,43,39,37,39,38
Os01t0141000-01,1950,1731,881,1065,1074,821,783,1275,459,967,1212
Os01t0141450-00,0,0,4,0,0,0,0,0,0,0,0
Os01t0141300-00,36,84,99,71,10,0,9,7,0,0,50
Os01t0141150-00,0,0,9,4,7,7,9,0,0,0,2
Os01t0141100-01,3654,4061,2300,3068,3385,3465,4273,3785,1441,2689,2497
Os01t0141100-02,6634,6994,6598,5858,8010,7645,6398,6364,5900,6375,7233
Os01t0141600-02,143,360,131,138,349,559,323,337,173,239,19
Os01t0141600-01,583,364,130,229,1261,729,588,604,0,43,201
Os01t0141700-01,2016,2268,1568,1748,1108,1209,1190,1084,808,1091,1099
Os01t0142300-03,251,535,667,553,216,181,227,104,439,333,369
Os01t0142300-01,412,49,116,145,60,0,0,167,0,0,76
Os01t0141900-01,2366,2668,2047,2417,1730,2128,1715,1830,1064,1707,1459
Os01t0142100-01,1143,901,329,492,1302,1362,409,1710,164,287,243
Os01t0142200-01,1337,1136,931,1183,955,945,759,1248,1139,1951,1508
Os01t0142600-01,3,0,18,4,3,0,0,6,11,0,2
Os01t0142500-01,3302,3935,2768,2378,6874,7018,6293,6052,2809,4087,3489
Os01t0142950-01,2,0,0,0,0,0,0,0,0,0,0
Os01t0142800-01,1711,1162,1312,1178,1099,1136,738,1622,842,565,1048
Os01t0142800-02,129,206,148,149,127,118,33,56,228,118,115
Os01t0142800-03,32,60,50,241,4,71,119,92,134,455,163
Os01t0143100-01,4757,3992,2330,2495,1310,1238,998,1189,1237,1544,1351
Os01t0143400-00,9,26,8,29,0,0,0,0,0,0,0
Os01t0143350-00,0,0,0,0,0,8,1,0,0,0,0
Os01t0143300-01,2596,2529,2526,2618,1104,1359,1751,2758,3348,4459,3741
Os01t0143800-01,1258,1079,628,680,1341,1234,883,1661,711,805,607
Os01t0143900-01,1586,1532,1647,953,2735,2613,2483,2065,1359,1494,1496
Os01t0144000-01,3643,3640,3685,3883,1682,2012,1799,2513,2599,3016,3014
Os01t0144100-01,487,283,155,167,358,374,129,366,71,138,92
Os01t0144200-01,2416,2405,2024,1995,1116,1012,764,735,225,270,281
Os01t0144300-01,73,92,55,27,7,18,11,0,0,0,0
Os01t0144500-00,11,33,0,0,97,48,109,42,7,0,0
Os01t0144340-00,1225,1856,1118,1237,1995,1953,2063,1775,1247,1953,1594
Os01t0144380-01,40,24,21,50,30,33,17,5,0,7,3
Os01t0144600-01,1560,1443,1001,956,615,710,469,629,323,330,431
Os01t0144700-01,867,779,645,770,165,174,137,177,211,249,245
Os01t0144800-01,158,146,91,71,0,0,0,0,0,0,0
Os01t0144900-01,1116,1260,1102,975,0,0,0,0,0,0,0
Os01t0145000-00,4,6,6,4,0,0,0,0,0,0,0
Os01t0145200-01,620,570,516,404,0,0,0,0,0,0,0
Os01t0146101-01,0,0,0,0,0,0,0,0,0,0,0
Os01t0145600-01,490,675,471,477,0,0,0,0,0,0,0
Os01t0147600-00,12,36,9,47,49,72,33,42,42,64,42
Os01t0147650-00,21,1,9,3,37,39,15,28,8,17,6
Os01t0147200-01,5247,5577,4627,4568,6599,6641,5948,5712,4686,5798,5800
Os01t0147200-02,13,28,1,11,10,7,9,13,1,13,13
Os01t0147250-01,188,229,131,148,32,64,86,97,85,132,82
Os01t0147300-01,688,469,759,627,197,232,178,400,448,409,571
Os01t0147400-00,3,0,26,8,0,6,0,10,6,13,2
Os01t0147850-00,0,0,0,1,0,0,0,1,0,0,0
Os01t0147800-01,114,70,26,22,42,39,0,91,17,0,25
Os01t0147700-01,2287,2704,1869,2044,2369,2535,2562,2130,1377,2528,2291
Os01t0147900-01,55531,58977,41730,53029,46551,45708,43601,55352,45774,57253,53868
Os01t0147950-00,129,313,108,55,139,86,135,278,93,108,74
Os01t0148050-01,7931,8465,6406,5837,12237,13259,10190,8387,3552,5530,5800
Os01t0148100-01,1449,1682,1378,1114,2627,2511,1651,1314,858,1245,1132
Os01t0148400-01,1010,773,952,795,827,722,502,408,265,448,510
Os01t0148500-01,435,548,322,612,12,78,76,11,0,61,44
Os01t0148700-01,2071,2084,1853,1957,2146,2333,2270,2252,1306,1678,1713
Os01t0149350-01,194,136,105,132,125,144,136,122,26,51,78
Os01t0159800-01,840,805,121,120,4121,4029,1639,2878,381,193,863
Os01t0159800-02,293,225,202,225,1951,1482,3415,901,127,662,263
Os01t0160200-02,4,15,0,0,0,0,0,0,0,0,0
Os01t0160700-01,9,24,37,29,426,387,413,333,124,134,126
Os01t0160100-01,2624,2778,1721,1475,4036,4118,4741,3261,1453,2408,2257
Os01t0160800-01,62,76,61,73,132,97,165,143,159,181,126
Os01t0160900-01,15,10,0,10,9,12,5,7,0,0,0
Os01t0162001-00,0,16,0,7,16,11,0,19,0,0,14
Os01t0161200-01,38,37,20,0,0,0,0,0,0,0,0
Os01t0161300-01,30,0,9,39,0,0,0,0,0,0,0
Os01t0162200-01,16,0,0,5,8,7,0,0,0,0,0
Os01t0162300-01,13,14,0,0,20,15,7,11,19,65,17
Os01t0162400-01,5,17,0,0,31,16,23,29,14,30,22
Os01t0162500-01,15,12,7,38,470,428,505,185,34,12,23
Os01t0162701-01,359,395,232,214,0,0,0,0,0,0,0
Os01t0162800-01,25,14,18,32,0,0,0,0,0,0,0
Os01t0164075-00,41,24,253,73,1,6,10,7,5,0,11
Os01t0163000-01,89,111,157,113,23,3,20,2,3,0,0
Os01t0162900-01,128,160,115,135,0,0,0,0,0,0,0
Os01t0164300-00,623,364,2224,1947,58,105,99,73,576,338,877
Os01t0164400-01,1790,1926,1572,1240,1779,2073,1778,1954,1593,1935,1851
Os01t0164500-01,2104,2439,1682,1931,1279,1278,1223,1635,1199,1353,1565
Os01t0164650-00,0,24,0,5,12,0,0,18,0,0,0
Os01t0164600-01,1885,1376,777,692,1214,1110,742,1732,565,966,789
Os01t0164700-01,2035,2166,1807,1820,1924,1806,1786,2023,1396,1917,1906
Os01t0164800-01,1110,1462,1067,1453,301,380,482,459,430,820,905
Os01t0165200-02,13,5,0,0,23,2,4,2,0,0,31
Os01t0165200-01,154,307,127,248,59,70,69,96,56,146,84
Os01t0165000-01,386,576,536,400,610,508,448,777,244,388,469
Os01t0165000-02,583,753,384,526,1002,1053,1145,414,439,584,246
Os01t0165100-02,78,4,5,7,68,49,69,292,10,0,32
Os01t0165600-00,116,98,203,185,18,64,62,87,98,43,170
Os01t0165800-01,1171,1371,918,975,0,0,0,0,0,0,0
Os01t0166100-01,813,819,620,628,847,920,744,545,398,670,541
Os01t0166200-01,76,72,49,80,25,32,40,52,28,57,59
Os01t0166300-00,624,558,356,504,402,393,271,543,565,705,741
Os01t0166400-02,161,134,101,158,147,176,143,181,172,223,207
Os01t0166400-01,175,141,226,134,258,260,90,240,194,278,290
Os01t0166500-02,610,627,349,385,51,104,169,364,533,796,771
Os01t0150400-00,0,0,0,0,9,13,0,0,0,0,0
Os01t0150900-01,0,0,0,0,0,0,0,0,0,0,0
Os01t0151200-02,0,5,7,0,14,15,0,7,0,129,0
Os01t0151750-00,0,0,0,0,0,0,0,0,0,0,0
Os01t0152200-00,0,0,0,0,0,0,0,0,0,0,0
Os01t0152500-00,0,0,0,0,0,0,0,0,0,0,0
Os01t0152687-00,0,0,17,0,41,36,24,54,0,8,32
Os01t0152951-00,0,16,0,7,86,35,0,0,10,14,5
Os01t0153550-00,0,0,0,0,0,0,0,0,13,0,0
Os01t0153625-00,0,0,0,0,37,41,91,96,132,73,121
Os01t0153900-00,0,0,0,0,0,0,0,0,0,0,0
Os01t0153950-00,0,0,0,0,0,0,0,0,0,0,0
Os01t0154000-01,0,0,0,0,0,0,3,0,0,0,0
Os01t0154100-00,0,0,0,0,0,0,0,0,0,0,0
Os01t0154250-00,0,0,0,0,0,0,0,0,0,0,0
Os01t0154300-00,0,0,0,0,0,0,0,0,0,0,0
Os01t0154500-01,0,0,0,0,0,0,0,0,0,0,0
Os01t0154550-01,0,0,0,0,0,0,0,0,0,0,0
Os01t0155200-01,0,0,11,0,0,9,0,0,0,33,0
Os01t0155800-01,0,126,21,0,393,214,144,187,0,0,0
Os01t0156000-01,0,0,0,0,0,0,0,0,0,0,0
Os01t0157200-01,0,0,0,0,0,0,0,0,0,0,0
Os01t0159250-00,0,0,0,0,0,0,0,0,0,0,0
Os01t0149400-00,2089,2162,1218,1616,1244,1276,1496,2018,1581,2293,2881
Os01t0149500-01,55,78,53,31,163,175,144,78,43,79,83
Os01t0149600-01,2001,2247,1270,1718,1029,1206,1192,1777,2103,2737,2507
Os01t0149700-01,313,326,186,224,733,755,535,363,188,523,293
Os01t0149800-01,2303,2332,490,586,16957,17346,12041,10097,830,1624,1271
Os01t0149900-01,489,521,603,402,756,630,499,423,304,370,437
Os01t0150000-01,74,157,128,110,886,633,370,920,282,542,537
Os01t0150000-02,6066,5697,4620,5683,3817,3527,3435,5840,4951,4293,5593
Os01t0150100-01,37,46,51,200,403,568,349,308,308,445,562
Os01t0150100-02,1698,1861,1431,1378,844,798,678,717,599,730,807
Os01t0150200-01,6755,7109,5680,5578,1554,1528,1349,2163,2222,2279,2586
Os01t0150500-00,123,91,372,274,27,0,13,19,0,0,36
Os01t0150700-00,229,210,138,126,878,781,864,512,109,169,173
Os01t0150800-01,97,152,112,77,386,417,233,121,82,128,142
Os01t0150950-00,19,21,16,0,26,20,16,15,23,33,31
Os01t0151100-01,2526,2503,1855,2030,4895,4456,4324,3604,1347,2742,2199
Os01t0151200-01,3012,2043,1552,1485,3685,2516,1985,4247,1085,702,1101
Os01t0151200-04,975,1231,292,313,1080,2038,410,852,308,793,357
Os01t0151400-01,653,633,780,503,1604,1633,1313,1323,392,739,979
Os01t0151500-00,730,551,714,594,171,175,233,267,292,311,305
Os01t0151600-01,1558,1642,1302,1159,1915,1901,1652,1567,811,1337,1003
Os01t0151700-01,72,113,144,139,16,42,70,70,139,153,149
Os01t0151900-01,146,263,185,173,566,629,495,672,361,596,498
Os01t0152000-01,109,164,91,141,243,97,190,264,221,96,133
Os01t0152100-00,7,9,0,8,0,0,0,6,0,0,0
Os01t0152300-00,723,712,461,685,1713,1905,2279,3820,4159,6786,5807
Os01t0152600-01,198,331,263,245,872,989,784,638,338,497,596
Os01t0152675-00,4,8,0,0,0,9,14,0,6,0,16
Os01t0152700-01,1956,2289,1631,1804,1243,1379,1593,2083,2210,2979,2674
Os01t0152800-01,552,758,446,421,2049,1903,1487,1328,477,598,521
Os01t0152900-00,5602,6463,3189,4955,2106,2215,2433,3880,3360,4647,5087
Os01t0152950-00,772,765,479,576,679,778,751,915,542,593,627
Os01t0153000-01,108,188,86,61,428,391,347,130,62,142,48
Os01t0153100-00,11291,12289,6393,9560,5087,5219,6949,9768,10089,14303,12831
Os01t0153150-01,193,226,171,203,182,191,197,151,136,152,134
Os01t0153200-00,35,66,9,19,30,31,19,8,30,82,12
Os01t0153250-00,230,293,241,318,394,454,306,223,80,190,211
Os01t0153300-00,4516,4687,2587,3850,1764,2372,3205,5737,6579,9660,8903
Os01t0153400-01,1079,1352,778,1047,1955,2110,1518,2061,963,1738,1424
Os01t0153700-01,142,198,220,263,0,0,0,0,0,0,0
Os01t0153800-00,362,343,629,1095,0,3,16,18,0,0,13
Os01t0154600-01,97,80,76,129,125,156,145,148,15,21,71
Os01t0154950-01,5,0,0,0,3,3,0,0,0,0,3
Os01t0155000-02,2811,5418,1258,1086,16283,19064,25833,18776,1243,1667,1961
Os01t0155300-00,108,72,96,63,56,31,75,98,74,147,125
Os01t0155400-01,3233,3315,3034,2500,3701,3566,3087,2630,2022,2581,2578
Os01t0155500-01,338,292,206,99,490,431,429,205,101,103,101
Os01t0155600-02,6043,6571,4392,5699,5863,6408,4881,5876,2220,3127,4973
Os01t0155600-01,1400,1697,1061,806,2074,2084,3062,3071,3314,5060,2168
Os01t0156300-01,61,37,5,21,5,9,7,16,11,16,16
Os01t0157400-00,9,0,0,0,0,0,3,0,18,9,3
Os01t0157500-00,6,3,0,2,0,1,0,0,0,0,0
Os01t0157600-01,2,0,16,2,0,4,6,0,0,0,24
Os01t0157700-01,157,118,554,447,172,196,150,129,210,105,264
Os01t0157800-01,210,232,131,148,349,276,254,257,183,326,233
Os01t0157900-01,4752,5360,3909,4166,7512,7693,9404,7522,2962,3534,3146
Os01t0158000-01,3524,4016,2151,2704,3107,2812,2709,2845,1555,2279,2235
Os01t0158100-01,101,76,36,65,143,170,86,253,61,29,70
Os01t0158200-01,1684,1877,1494,1434,3190,3193,2667,2292,1605,1372,1606
Os01t0158400-01,64,50,32,52,126,142,102,242,89,95,112
Os01t0158500-01,579,888,385,442,2045,2020,1961,1803,693,944,1016
Os01t0158566-00,72,72,129,38,18,35,41,38,52,94,55
Os01t0158600-01,602,672,372,299,26,49,27,64,142,145,62
Os01t0158800-00,5,0,0,0,0,0,0,0,0,0,0
Os01t0158900-01,2251,2530,1599,1719,2298,2708,2278,1809,1082,1593,1566
Os01t0159000-01,108,127,82,98,69,71,77,148,98,211,176
Os01t0159200-01,1623,1240,2275,3091,111,151,213,771,1756,997,1557
Os01t0159300-01,2680,3334,1938,2230,5614,5896,5936,5393,2054,3208,2872
Os01t0159400-01,17753,16661,7811,7904,23538,21883,17215,12986,6493,10908,10353
Os01t0166700-01,2041,2245,2563,2577,1047,1006,904,1531,1428,1623,1972
Os01t0166800-01,1620,1991,1590,1945,317,487,599,1158,1494,1642,1799
Os01t0167100-01,586,629,429,553,295,318,215,268,244,159,377
Os01t0167100-02,14,41,59,37,32,19,16,24,54,10,8
Os01t0167400-01,362,375,148,115,408,346,612,554,114,168,207
Os01t0167750-00,105,148,115,119,99,47,99,72,14,198,116
Os01t0167600-00,184,52,107,132,34,85,72,132,79,291,245
Os01t0167700-02,388,523,339,372,286,429,469,427,310,414,612
Os01t0167700-01,16,79,121,84,87,16,4,0,0,0,0
Os01t0167500-01,7953,7890,7652,6712,6326,6031,4209,6494,5543,6547,6801
Os01t0167800-01,576,722,453,510,638,622,458,496,289,423,378
Os01t0167900-01,1698,3151,2067,3745,738,928,1504,2480,3104,3933,4054
Os01t0168100-01,2354,2411,1834,1798,2228,2115,1674,2158,1389,1821,1783
Os01t0168200-01,840,1019,898,826,1858,1698,1475,1958,1557,2052,1982
Os01t0168300-01,1456,1451,1237,1398,1237,1264,1100,1522,1759,1942,1741
Os01t0168350-00,2,3,5,9,3,3,3,5,2,2,2
Os01t0168400-01,1369,1344,952,973,2585,2402,2150,2030,716,925,1258
Os01t0168500-01,1746,1770,1347,1595,2327,2240,2167,1801,1050,1475,1238
Os01t0168600-01,2229,2453,2803,2333,1716,1593,1492,1722,2100,2519,1977
Os01t0169000-00,21,19,15,12,3,5,14,8,16,13,9
Os01t0169100-01,159,198,96,181,123,137,193,245,196,222,182
Os01t0168800-01,2483,2385,3396,2445,522,686,974,1513,2924,2531,2973
Os01t0168850-01,15,7,44,0,3,4,5,0,0,0,5
Os01t0169400-01,397,366,181,148,262,274,275,382,152,256,243
Os01t0169500-01,5576,6691,5199,4821,9115,9950,6682,5729,2892,4563,4586
Os01t0169800-01,1546,1311,1743,1426,1091,1005,1150,1492,1920,1942,2081
Os01t0169900-01,4570,4268,3895,3954,4338,5036,4924,4457,2850,3192,3942
Os01t0170000-01,766,462,525,721,241,214,101,253,257,393,419
Os01t0170100-01,669,666,478,540,580,605,528,403,153,295,287
Os01t0170300-01,5943,5318,4669,5987,796,1311,1515,3286,3422,4363,5419
Os01t0170500-01,2234,2158,2585,2772,479,698,688,1513,1490,1776,2248
Os01t0170600-01,92,132,32,74,134,88,100,102,15,41,74
Os01t0170600-02,529,705,400,261,1367,1496,1149,725,569,707,616
Os01t0170700-01,23,27,24,49,38,53,59,82,58,79,42
Os01t0170900-01,68,86,51,67,19,53,0,54,50,70,27
Os01t0170800-01,328,367,189,139,362,466,459,267,122,176,222
Os01t0171100-00,27,12,9,8,227,249,269,131,15,0,55
Os01t0171000-02,0,0,0,0,0,0,0,0,0,0,0
Os01t0171000-01,3578,3051,3159,2841,1321,1621,1270,2016,1946,2625,2619
Os01t0171800-01,618,619,677,675,993,999,726,927,448,682,646
Os01t0172000-02,2083,2053,2336,1528,2655,2649,1798,1708,921,1124,1426
Os01t0172000-01,186,240,170,206,185,270,325,157,83,154,175
Os01t0172100-01,1063,1648,729,612,1145,1184,572,1244,477,655,833
Os01t0172200-02,3801,4190,1491,2438,1890,2329,2491,1539,1276,3539,1898
Os01t0172200-01,267,515,1688,1573,385,321,22,1848,1601,677,1344
Os01t0172300-01,1137,1399,989,773,2104,2204,1563,1502,643,1283,1124
Os01t0172900-00,0,13,0,0,5,23,2,11,10,0,0
Os01t0172600-01,491,349,313,299,324,230,200,334,163,344,325
Os01t0172701-00,26,95,60,42,71,30,83,21,54,43,15
Os01t0172800-01,1237,992,842,675,990,1012,907,1392,807,1544,1487
Os01t0173000-01,221,283,150,176,606,614,421,477,59,199,198
Os01t0172400-03,4802,4289,3416,2828,3491,3905,2960,4576,3308,4367,4804
Os01t0172400-02,31031,29918,20323,24629,26102,27057,24411,22482,11882,15708,18334
Os01t0173100-01,3020,3215,2386,3019,2798,2574,2565,3289,2987,3822,3566
Os01t0173600-00,651,194,123,207,14,32,22,104,66,239,259
Os01t0174000-01,443,548,447,264,333,311,210,293,329,411,359
Os01t0174100-01,307,388,288,200,407,417,269,331,133,196,261
Os01t0173900-01,5990,8591,2965,2703,27253,34118,33116,15543,2105,3675,4444
Os01t0174400-01,26,0,68,0,19,37,37,0,0,0,0
Os01t0174500-01,336,320,369,330,202,216,162,152,342,257,255
Os01t0174300-01,3666,3903,3668,4263,2525,2358,2406,4136,3901,4413,4628
Os01t0174700-01,654,405,378,424,78,77,80,131,138,147,158
Os01t0174700-03,49,72,19,101,56,74,122,88,35,75,9
Os01t0174900-01,1348,1223,990,953,644,660,599,506,436,544,562
Os01t0175000-03,3013,3107,3077,3076,3339,1675,3111,70,2170,3388,3138
Os01t0175000-02,316,0,130,221,1,1810,280,3881,81,109,236
Os01t0175000-01,1,171,1,0,198,43,0,0,0,0,0
Os01t0175100-01,1068,542,401,775,1125,853,1383,1113,916,1497,1487
Os01t0175400-01,165,90,68,100,307,361,284,153,62,141,194
Os01t0175500-01,172,104,85,120,220,244,299,225,84,150,150
